gene	transcript	n_transcript	n_gene
CINP	NM_032630.3,NM_001320046.1	2	1
TECPR2	NM_001172631.3,NM_014844.5	2	1
ANKRD9	NM_152326.4,NM_001348652.2,NM_001348651.2	3	1
TRAF3	NM_001199427.2,NM_145725.3,NM_003300.4,NM_145726.2	4	1
TNFAIP2	NM_001371221.1,NM_001371220.1,NM_006291.3	3	1
EIF5	NM_001969.5,NM_183004.5	2	1
MARK3	NM_002376.6,NM_001128920.2,NM_001128919.2,NM_001128921.2,NM_001128918.3	5	1
CKB	NM_001362531.2,NM_001823.5	2	1
BAG5	NM_001015048.2,NM_004873.4,NM_001015049.3	3	1
COA8	NR_126431.2,NR_126432.2,NM_001302652.2,NM_001302653.2,NM_001302654.2,NM_001370595.1	6	1
KLC1	NM_182923.3,NM_005552.4,NM_001130107.1	3	1
XRCC3	NM_005432.4,NM_001371232.1,NM_001100119.2,NM_001100118.2,NM_001371231.1,NM_001371229.1	6	1
ZFYVE21	NM_024071.3,NM_001198953.1	2	1
ATP5MPL	NM_001127393.2,NM_004894.3	2	1
LINC02691	NR_146612.1,NR_146611.1,NR_146613.1	3	1
C14orf180	NM_001286399.2,NM_001008404.3,NM_001286400.2	3	1
TMEM179	NM_001286389.2,NM_001286390.1	2	1
INF2	NM_032714.2,NM_001031714.4,NM_022489.4	3	1
ADSS1	NM_152328.4,NM_001320424.1,NM_199165.2	3	1
SIVA1	NM_006427.4,NM_021709.3	2	1
AKT1	NM_001014432.1,NM_001014431.2,NM_005163.2	3	1
ZBTB42	NM_001370342.1,NM_001137601.3	2	1
CEP170B+MIR12121	NM_015005.3,NM_001112726.3,NR_162135.1	3	2
PLD4	NM_138790.4,NM_001308174.2	2	1
AHNAK2	NM_138420.4,NM_001350929.2	2	1
CLBA1	NM_174891.4,NM_001364170.1	2	1
CDCA4	NM_145701.3,NM_017955.4	2	1
GPR132	NM_001278696.2,NM_001278695.2,NM_001278694.2,NM_013345.4	4	1
JAG2	NM_145159.3,NM_002226.5	2	1
NUDT14	NM_177533.5,NM_001318380.1	2	1
BRF1	NM_145685.2,NM_001242786.1,NM_001519.4,NM_001242789.1,NM_001242788.2,NM_001242787.1,NM_001242790.2	7	1
PACS2	NM_001243127.3,NM_001100913.3,NM_015197.4	3	1
LOC100507437	NR_125385.1,NR_125384.1	2	1
MTA1	NM_004689.4,NM_001203258.2	2	1
CRIP2	NM_001270837.2,NR_073082.2,NR_073081.2,NM_001312.4,NM_001270841.2,NR_073083.2,NR_073084.1,NR_073085.2	8	1
TEDC1	NM_001198983.1,NM_001134877.1,NM_001367178.1,NM_001134875.1,NM_001134876.1	5	1
TMEM121	NM_025268.4,NM_001331238.1	2	1
MIR4507+MIR4538	NR_039730.1,NR_130467.1	2	2
POTEB2	NM_001277303.1,NR_102390.1	2	1
POTEB	NR_102391.1,NM_001277304.1	2	1
LOC101927079+OR4N4	NR_110480.1,NR_110481.1,NM_001005241.3	3	2
TUBGCP5	NM_001354377.1,NM_001354378.1,NM_001102610.1,NM_001354373.2,NM_001354375.2,NM_052903.6,NM_001354376.2,NM_001354372.2,NM_001354374.2,NR_148875.2	10	1
CYFIP1	NM_001324119.2,NM_001324120.2,NM_001324124.3,NM_001287810.4,NM_001324125.3,NM_001324126.3,NM_014608.6,NM_001324122.3,NM_001324123.3,NM_001033028.2	10	1
NIPA2	NM_001184888.1,NM_001008860.2,NM_001008894.2,NM_001184889.1,NM_001008892.2,NM_030922.6	6	1
NIPA1	NM_144599.5,NM_001142275.1	2	1
PWARSN+IPW+SNORD107+SNORD116-4+SNHG14+PWAR4+SNRPN+SNURF+SNORD115-13+SNORD115-46+SNORD115-23+SNORD116-19	NM_022808.4,NM_001349460.1,NM_022807.4,NM_001349459.1,NM_022806.4,NR_146177.1,NM_001349458.1,NM_001349457.1,NM_001349455.1,NM_001349456.1,NM_022805.4,NM_001349461.1,NM_001349462.1,NM_001349454.1,NM_003097.5,NM_001349463.1,NM_005678.4,NM_022804.3,NM_001349465.1,NM_001349464.1,NR_022011.1,NR_001293.1,NR_003319.1,NR_001290.2,NR_023915.1,NR_003305.1,NR_022010.1,NR_003315.1,NR_047033.1	29	12
PWAR5+SNORD64+SNORD108	NR_022008.1,NR_001294.1,NR_001292.2	3	3
UBE3A	NM_001354508.2,NM_001354549.2,NM_001354513.2,NM_001354544.2,NM_130838.4,NM_001354512.2,NM_001354545.2,NM_001354523.2,NM_001354506.2,NM_001354548.2,NM_001354550.2,NM_001354541.2,NM_001354546.2,NM_001354538.2,NM_001354509.2,NM_001354507.2,NR_148916.2,NM_001354511.2,NM_001354543.2,NM_001354540.2,NM_001354542.2,NM_001354539.2,NM_001354547.2,NM_001354551.2,NM_001354526.1,NM_130839.4,NM_001354505.1,NM_000462.5	28	1
LINC00929	NR_038852.1,NR_038851.1	2	1
GABRB3	NM_001191320.1,NM_001278631.1,NM_001191321.3,NM_021912.5,NM_000814.6,NR_103801.2	6	1
GABRA5	NM_000810.4,NM_001165037.1	2	1
GABRG3	NM_001270873.2,NM_033223.5	2	1
OCA2	NM_001300984.2,NM_000275.3	2	1
GOLGA8F	NR_033351.1,NM_001350920.1	2	1
GOLGA8G	NM_001368078.1,NM_001368080.1,NM_001350919.2	3	1
APBA2	NM_001353788.2,NM_001353792.2,NM_001353789.2,NM_001353795.2,NM_001353790.2,NM_001130414.1,NM_005503.3,NM_001353793.2,NM_001353791.2,NM_001353794.2,NM_001353796.2,NM_001353797.2	12	1
TJP1	NM_001355013.1,NM_001330239.3,NM_001355015.2,NM_003257.5,NM_001301025.3,NM_001301026.2,NM_175610.4,NM_001355014.2,NM_001355012.2	9	1
CHRFAM7A	NM_148911.1,NM_139320.1	2	1
LOC100288203	NR_146103.1,NR_146104.1	2	1
LOC102725021	NR_157594.1,NR_157593.1,NR_157595.1,NR_157596.1,NR_157598.1,NR_157599.1,NR_157597.1	7	1
ARHGAP11B+LOC100288637	NM_001039841.2,NR_148423.1,NR_038253.1,NR_038255.1,NR_038254.1	5	2
FAN1	NM_001146095.1,NM_001146094.1,NM_001146096.1,NM_014967.5	4	1
TRPM1	NM_001252020.1,NM_002420.6,NM_001252024.2,NM_001252030.2	4	1
KLF13	NM_001302461.2,NM_015995.4	2	1
OTUD7A	NM_130901.3,NM_001329907.2	2	1
CHRNA7	NR_046324.1,NM_001190455.3,NM_000746.6	3	1
ARHGAP11A-SCG5+SCG5+ARHGAP11A	NM_001286479.2,NM_199357.2,NM_001368319.1,NM_001286480.3,NM_014783.6,NM_001144757.2,NM_003020.4	7	3
GREM1	NM_013372.7,NM_001191323.2,NM_001191322.2,NM_001368719.1	4	1
FMN1	NM_001277313.2,NM_001103184.4,NM_001277314.2	3	1
LOC101928134	NR_120327.1,NR_120326.1	2	1
RYR3	NM_001036.5,NM_001243996.3	2	1
CHRM5	NM_001320917.2,NM_012125.4	2	1
EMC4	NM_001351373.2,NM_016454.4,NM_001286420.2,NR_147140.2	4	1
SLC12A6	NM_001042496.2,NM_001042495.2,NM_001042497.2,NM_001042494.2,NM_001365088.1,NM_005135.2,NM_133647.1	7	1
NUTM1	NM_001284292.2,NM_001284293.1,NM_175741.2	3	1
GOLGA8A	NM_001368071.2,NM_001368072.1,NM_181077.4,NR_027409.2	4	1
GOLGA8B	NM_001023567.5,NR_027410.1	2	1
DPH6	NM_080650.4,NM_001141972.2	2	1
C15orf41	NM_001130010.3,NM_001321757.2,NM_001321758.2,NM_001290233.2,NM_001321756.2,NM_001321759.2,NM_001321760.2,NM_001321761.2,NM_001290232.2,NM_032499.6	10	1
MEIS2	NM_170674.5,NM_170677.5,NM_001220482.2,NR_051953.2,NM_170676.5,NM_170675.5,NM_172315.3,NM_172316.2,NM_002399.3	9	1
TMCO5A	NM_001330255.1,NM_152453.3,NR_163585.1,NM_001370737.1,NR_163584.1,NM_001370735.1,NM_001370736.1	7	1
LINC01852	NR_147201.1,NR_147200.1,NR_147199.1	3	1
RASGRP1	NM_001128602.2,NM_005739.4,NM_001306086.2	3	1
C15orf54	NR_144508.1,NR_144507.1	2	1
FSIP1	NM_152597.5,NM_001324338.2	2	1
GPR176	NM_001271854.2,NM_007223.3,NM_001271855.2	3	1
SRP14	NM_003134.6,NM_001309434.1	2	1
SRP14-AS1	NR_040062.1,NR_040059.1,NR_040061.1,NR_040060.1	4	1
BMF	NM_001003942.1,NM_001003943.3,NM_001003940.2,NM_033503.4	4	1
BUB1B-PAK6+PAK6+BUB1B	NM_001211.5,NM_001128629.3,NM_001128628.2,NM_001276718.2,NM_020168.5,NM_001276717.1	6	3
PLCB2	NM_001284298.2,NM_001284297.2,NM_004573.3,NM_001284299.2	4	1
KNSTRN	NM_033286.3,NM_001142762.1,NM_001142761.1	3	1
IVD	NM_001159508.3,NM_001354601.3,NR_148925.2,NM_001354599.3,NM_001354598.3,NM_001354597.3,NM_001354600.3,NM_002225.5	8	1
BAHD1	NM_001301132.2,NM_014952.5,NR_125372.2	3	1
CCDC32+MRPL42P5	NM_001289132.1,NR_002208.1,NM_052849.4,NM_001080791.3,NM_001080792.3	5	2
RPUSD2	NM_001286407.1,NM_152260.3	2	1
KNL1	NM_144508.5,NM_170589.5	2	1
RAD51	NM_133487.4,NM_002875.5,NM_001164269.2,NM_001164270.2	4	1
RMDN3	NM_001323895.1,NM_001323897.1,NM_001304802.1,NM_001323894.1,NM_001323896.1,NM_018145.3	6	1
ZFYVE19	NM_001258420.2,NM_001258421.2,NM_001077268.2,NM_032850.5	4	1
PPP1R14D	NM_017726.8,NM_001130143.2	2	1
SPINT1-AS1	NR_146468.1,NR_146466.1,NR_146467.1	3	1
SPINT1	NM_003710.4,NM_181642.3,NM_001032367.2	3	1
CHAC1	NM_001142776.4,NM_024111.6	2	1
INO80	NR_104038.1,NM_017553.3	2	1
EXD1	NM_001286441.2,NM_152596.4	2	1
OIP5-AS1	NR_152820.1,NR_152821.1,NR_152822.1,NR_026757.2	4	1
OIP5	NM_001317860.1,NM_007280.2	2	1
NUSAP1	NM_018454.8,NM_016359.5,NM_001301136.2,NM_001243143.2,NM_001243142.2,NM_001243144.2	6	1
NDUFAF1	NR_045620.2,NM_016013.4	2	1
LTK	NM_206961.4,NM_002344.6,NM_001135685.2	3	1
TYRO3	NM_006293.4,NM_001330264.1	2	1
MGA	NM_001164273.1,NM_001080541.2	2	1
MAPKBP1	NR_049761.2,NM_014994.3,NR_049762.2,NM_001128608.2,NM_001265611.2	5	1
JMJD7+JMJD7-PLA2G4B+PLA2G4B	NM_005090.3,NM_001198588.1,NM_001114632.2,NM_001114633.1	4	3
PLA2G4F	NR_033151.2,NM_213600.4	2	1
VPS39	NM_015289.4,NM_001301138.2	2	1
TMEM87A	NM_015497.5,NM_001286487.1,NM_001110503.2	3	1
GANC	NM_001301409.1,NM_198141.2,NM_001301410.1	3	1
CAPN3	NM_173087.1,NM_024344.1,NM_000070.3,NM_173088.1,NM_173090.1,NM_173089.1	6	1
ZNF106	NM_001284306.1,NM_001284307.3,NM_022473.2,NM_001366845.2,NM_001366844.2,NM_001366846.2	6	1
SNAP23	NM_130798.2,NM_003825.4	2	1
HAUS2	NM_001323629.1,NM_001130447.2,NM_018097.3,NM_001323631.2,NM_001323630.2,NM_001323632.2	6	1
TMEM62	NM_001347024.1,NM_001347009.1,NM_001347019.1,NM_001347030.1,NM_001347014.1,NM_001347008.1,NM_001347004.1,NR_144541.1,NM_001347025.1,NM_001347005.1,NM_001347027.1,NM_001347023.1,NM_001347012.1,NM_001347031.1,NM_001347033.1,NM_001347034.1,NM_001347029.1,NR_144542.1,NM_001347026.1,NM_001347021.1,NR_144543.1,NM_001347013.1,NM_001347007.1,NM_001347018.1,NM_001347011.1,NM_001347032.1,NM_001347017.1,NR_144544.1,NM_001347028.1,NM_001347020.1,NM_001347015.1,NM_001347006.1,NM_001347010.1,NM_001347016.1,NM_024956.4	35	1
CCNDBP1	NR_045999.2,NR_027513.3,NR_027514.3,NM_012142.5,NR_045998.2	5	1
EPB42	NM_000119.3,NM_001114134.1	2	1
TGM5	NM_201631.4,NM_004245.4	2	1
ADAL	NM_001324364.1,NM_001012969.4,NM_001324368.2,NM_001159280.3,NM_001324365.2,NM_001324366.2,NM_001324367.2	7	1
ZSCAN29	NM_152455.3,NM_001372080.1	2	1
TUBGCP4	NM_001286414.3,NM_014444.5	2	1
TP53BP1	NM_005657.4,NM_001141980.3,NM_001141979.3,NM_001355001.2	4	1
PPIP5K1	NM_001354399.1,NM_001354398.1,NM_001354383.1,NM_001354402.1,NM_001130859.2,NM_001354389.1,NM_001354382.1,NM_001354396.1,NM_001354387.1,NM_001354384.1,NM_001130858.2,NM_001354393.1,NM_001190214.1,NM_001354395.1,NM_001354388.1,NM_001354386.1,NM_001354397.1,NM_001354390.1,NM_014659.5,NM_001354400.1,NM_001354392.1,NM_001354401.1,NM_001354394.1,NM_001354391.1,NM_001354385.1	25	1
CKMT1B	NR_135750.1,NM_020990.4,NR_135748.1,NR_135752.1,NR_135749.1,NR_135751.1	6	1
PPIP5K1P1-CATSPER2+CATSPER2	NM_001282309.3,NM_172095.4,NR_110319.1,NM_001282310.2,NR_146339.1	5	2
CKMT1A	NM_001321927.1,NM_001015001.2,NM_001321928.1,NM_001321926.1,NR_135856.1,NM_001321929.1	6	1
SERF2-C15ORF63+SERF2+HYPK	NM_001199877.2,NM_001199876.1,NR_037672.1,NM_001199875.1,NR_037673.1,NM_001018108.4,NM_001199878.2,NM_001199885.1,NM_016400.4	9	3
SERINC4	NM_001258031.1,NM_001258032.1	2	1
WDR76	NM_001167941.2,NM_024908.4	2	1
FRMD5	NM_032892.5,NM_001286491.2,NM_001322951.2,NM_001322949.2,NM_001286490.2,NM_001322950.2,NR_104455.2	7	1
CASC4	NR_157849.2,NM_138423.4,NM_177974.3	3	1
EIF3J-DT	NR_034170.1,NR_034171.1	2	1
EIF3J	NM_001284336.1,NM_001284335.1,NM_003758.4	3	1
SPG11	NM_001160227.2,NM_025137.4	2	1
PATL2	NM_001145112.1,NM_001330283.1	2	1
MIR10393+B2M	NM_004048.3,NR_162102.1	2	2
TRIM69	NM_001301144.2,NM_182985.5,NM_001301146.2,NM_080745.5,NM_001301145.2	5	1
SORD2P	NR_146393.1,NR_146394.1	2	1
SORD	NR_034039.2,NM_003104.6	2	1
DUOX2	NM_001363711.2,NM_014080.4	2	1
DUOXA1	NM_001276265.1,NM_144565.4,NM_001276267.2,NM_001276264.2,NM_001276268.2,NM_001276266.1	6	1
DUOX1	NM_175940.3,NM_017434.5	2	1
SHF	NM_001301170.2,NM_001301169.2,NM_001301168.2,NM_001301171.1,NM_138356.3	5	1
GATM	NM_001321015.2,NM_001482.3	2	1
SPATA5L1	NM_001323640.1,NR_136645.2,NR_136646.2,NR_136647.2,NR_136648.2,NR_027635.2,NM_024063.3	7	1
MIR147B+C15orf48	NM_032413.3,NM_197955.2,NR_030599.1	3	2
SLC30A4	NM_013309.6,NM_001321036.2	2	1
BLOC1S6	NR_132352.1,NR_132354.1,NR_132353.1,NR_132355.1,NM_012388.3,NR_132351.1,NM_001311255.1,NR_132358.1,NM_001311256.1,NR_132350.1,NR_132359.1,NR_132357.1,NR_132356.1	13	1
SQOR	NM_001271213.1,NM_021199.4	2	1
SEMA6D	NM_001198999.2,NM_001358352.2,NM_001358351.2,NM_024966.3,NM_153617.2,NM_020858.2,NM_153618.2,NM_153616.2,NM_153619.1	9	1
MYEF2	NM_016132.5,NM_001301210.2,NR_125408.2	3	1
CTXN2	NM_001370415.1,NM_001145668.2,NM_001370416.1	3	1
SLC12A1	NM_000338.3,NM_001184832.2	2	1
DUT	NM_001330286.2,NM_001025249.1,NM_001025248.2,NM_001948.4	4	1
CEP152	NM_014985.4,NM_001194998.2	2	1
SECISBP2L	NM_014701.4,NM_001193489.2	2	1
COPS2	NM_004236.4,NM_001143887.2	2	1
GALK2	NM_001352048.1,NM_001001556.3,NM_001352047.1,NM_001289031.1,NM_001289030.2,NM_002044.4,NR_147895.2	7	1
FAM227B	NM_152647.3,NM_001330293.2	2	1
DTWD1	NM_001144955.2,NM_020234.6	2	1
ATP8B4	NR_073598.2,NR_073597.2,NR_073596.2,NM_024837.4	4	1
SLC27A2	NM_003645.4,NM_001159629.1	2	1
HDC	NM_002112.4,NM_001306146.2	2	1
GABPB1	NM_016654.5,NM_001320910.2,NM_005254.6,NM_001320915.2,NM_002041.4,NM_181427.3,NM_016655.4	7	1
USP8	NM_001283049.2,NM_001128610.3,NM_005154.5	3	1
TRPM7	NR_149154.2,NM_017672.6,NR_149153.2,NM_001301212.2,NR_149152.2	5	1
AP4E1	NM_007347.5,NM_001252127.2	2	1
TNFAIP8L3	NM_001311175.2,NM_207381.3	2	1
CYP19A1	NM_001347254.1,NM_031226.3,NM_001347250.1,NM_001347251.1,NM_000103.4,NM_001347253.1,NM_001347256.2,NM_001347248.1,NM_001347255.2,NM_001347249.2,NM_001347252.1	11	1
GLDN	NM_181789.4,NM_001330297.1	2	1
DMXL2	NM_001174116.2,NM_001174117.2,NM_015263.4	3	1
SCG3	NM_001165257.1,NM_013243.4	2	1
LYSMD2	NM_153374.3,NM_001143917.1,NM_001363969.1	3	1
TMOD2	NM_014548.4,NM_001142885.2	2	1
LEO1	NM_001323903.1,NM_001286430.1,NM_138792.4,NM_001323904.2	4	1
BCL2L10	NM_020396.3,NM_001306168.1	2	1
GNB5	NM_016194.4,NM_006578.4	2	1
MYO5A	NM_000259.3,NM_001142495.2	2	1
ARPP19	NM_001306196.2,NM_001330309.1,NM_006628.6,NM_001306195.1,NM_001306191.1	5	1
FAM214A	NM_001286495.2,NM_019600.3,NR_104457.1	3	1
ONECUT1	NM_004498.4,NR_073510.2	2	1
WDR72	NR_102336.1,NM_182758.4,NM_001277176.1,NR_102335.1,NR_102334.1	5	1
UNC13C	NM_001329919.2,NM_001080534.2	2	1
RAB27A	NM_183234.2,NM_183235.3,NM_004580.5,NM_183236.3	4	1
PIGBOS1	NM_001308421.2,NM_001308422.2,NM_001308423.2	3	1
DNAAF4+CCPG1+DNAAF4-CCPG1	NR_037923.1,NM_001204451.1,NM_004748.5,NM_001204450.1,NM_020739.4,NM_001033560.1,NM_130810.4,NM_001033559.2	8	3
PYGO1	NM_001330326.2,NM_015617.3,NM_001367806.1	3	1
NEDD4	NR_104302.1,NM_001284340.1,NM_001284338.1,NM_001284339.1,NM_198400.3,NM_006154.4,NM_001329212.2	7	1
RFX7	NM_001368073.2,NM_001370554.1,NM_001368074.1,NM_022841.7,NM_001370561.1	5	1
TEX9	NM_001286449.1,NM_198524.2	2	1
ZNF280D	NM_017661.3,NM_001002843.2,NM_001288588.1,NM_001002844.2,NM_001288589.1	5	1
TCF12	NM_001322151.1,NM_001322159.2,NM_207036.2,NM_003205.4,NM_207038.2,NM_001322154.2,NM_001322158.2,NM_001322157.2,NM_001322152.2,NM_001322156.2,NM_207037.2,NM_001322162.2,NM_001322161.2,NM_001322164.2,NM_001322165.2,NM_001306220.3,NM_001306219.3,NM_207040.2	18	1
CGNL1	NM_032866.5,NM_001252335.2	2	1
MYZAP+GCOM1+POLR2M	NM_152451.7,NM_001018091.6,NM_001285900.3,NM_001018090.6,NR_104368.2,NM_001018100.5,NR_104371.3,NR_104369.2,NR_104370.2,NR_104367.2,NM_001018102.2,NM_015532.5	12	3
ALDH1A2	NM_001206897.1,NM_170697.3,NM_170696.3,NM_003888.4	4	1
AQP9	NM_001320636.1,NM_020980.5,NM_001320635.2	3	1
ADAM10	NM_001110.4,NM_001320570.2	2	1
MINDY2	NM_001040450.3,NM_001040453.3	2	1
SLTM	NR_135043.2,NM_024755.4,NM_001013843.3,NR_135042.2	4	1
RNF111	NM_001330331.2,NM_017610.8,NM_001270529.2,NM_001270528.2,NM_001270530.1	5	1
GTF2A2	NM_001320930.2,NM_001320929.2,NM_004492.3	3	1
BNIP2	NM_001320675.2,NM_001368058.1,NM_001320674.2,NM_001368057.1,NM_004330.4,NM_001368061.1,NM_001368059.1,NM_001368060.1	8	1
ANXA2	NM_001002858.3,NM_001136015.3,NM_001002857.2,NM_004039.3	4	1
ICE2	NR_147171.2,NM_024611.6,NM_001018089.3,NM_001276385.2	4	1
RORA-AS1	NR_120342.1,NR_120339.1,NR_120341.1,NR_120340.1	4	1
RORA	NM_134262.3,NM_134260.2,NM_134261.3,NM_002943.3	4	1
RORA-AS2	NR_120319.1,NR_120318.1	2	1
VPS13C	NM_020821.3,NM_017684.5,NM_001018088.2,NM_018080.3	4	1
TPM1	NM_001018005.2,NM_001018007.2,NM_001018006.2,NM_001301244.2,NM_000366.6,NM_001018020.2,NM_001365776.1,NM_001365779.1,NM_001365777.1,NM_001365778.1,NM_001018004.2,NM_001365782.1,NM_001330346.2,NM_001365780.1,NM_001330351.2,NM_001330344.2,NM_001301289.2,NM_001018008.2,NM_001365781.2	19	1
LACTB	NM_001288585.2,NM_032857.5,NM_171846.4	3	1
APH1B	NM_001145646.1,NM_031301.4	2	1
CA12	NM_001218.5,NR_135511.2,NM_206925.2,NM_001293642.1	4	1
USP3	NM_001256702.1,NR_046341.2,NR_046342.2,NM_006537.4	4	1
FBXL22	NM_203373.3,NM_001367809.1,NM_001367807.1,NM_001367808.1	4	1
DAPK2	NM_014326.5,NM_001363730.2	2	1
CIAO2A	NM_001289108.1,NR_110310.1,NM_001014812.2,NM_032231.7	4	1
SNX1	NM_148955.4,NM_001242933.2,NM_003099.5	3	1
SNX22	NM_024798.3,NR_073534.2	2	1
CSNK1G1	NM_022048.5,NM_001329606.2,NM_001329605.2,NM_001329607.2	4	1
PCLAF	NM_014736.6,NM_001029989.3,NR_109934.1	3	1
TRIP4	NR_135855.2,NM_001321924.2,NM_016213.5	3	1
OAZ2	NM_001301302.1,NM_002537.3	2	1
RBPMS2	NR_138363.1,NM_194272.3,NR_138350.2,NR_138364.1	4	1
PIF1	NM_001286496.2,NM_001286499.2,NM_001286497.2,NM_025049.4	4	1
PLEKHO2	NM_001195059.1,NM_025201.5	2	1
SPG21	NM_016630.7,NM_001127890.5,NM_001127889.5	3	1
RASL12	NM_016563.4,NM_001307930.2	2	1
CLPX	NM_006660.5,NR_133680.2	2	1
PARP16	NM_017851.6,NM_001316943.2,NM_001316944.2	3	1
DPP8	NM_001320876.2,NM_197960.4,NM_130434.5,NM_197961.4,NM_001320875.2,NR_135486.2,NR_135485.2,NM_017743.6	8	1
INTS14	NR_045105.3,NR_045104.2,NM_001207058.3,NM_001366365.2,NM_001207059.3,NR_045901.2,NM_001366364.2,NM_001366360.2,NM_001136043.3,NR_045106.3	10	1
SLC24A1	NM_001301033.2,NM_004727.3,NM_001301031.1,NM_001301032.1,NM_001254740.2	5	1
DENND4A	NM_001144823.2,NM_005848.4,NM_001320835.1	3	1
RAB11A	NM_001206836.2,NM_004663.5	2	1
DIS3L	NM_001323936.2,NM_133375.5,NM_001323937.2,NM_001323940.2,NM_001323939.2,NM_001143688.3,NM_001323938.2,NM_001323944.2,NM_001323945.2,NM_001323941.2,NM_001323946.2,NM_001323948.2,NM_001323943.2	13	1
TIPIN	NM_017858.3,NM_001289986.1	2	1
SNAPC5	NM_006049.4,NR_138061.2,NM_001329614.1,NM_001329615.2,NM_001329613.1	5	1
ZWILCH	NM_001287822.1,NM_001287823.2,NM_001287821.2,NM_017975.5	4	1
LCTL	NM_001278562.2,NR_103739.2,NM_207338.4	3	1
SMAD6	NR_027654.2,NM_005585.5	2	1
SMAD3	NM_005902.4,NM_001145102.1,NM_001145103.1,NM_001145104.1	4	1
AAGAB	NM_024666.5,NM_001271886.1,NM_001271885.1	3	1
IQCH	NM_001322472.2,NM_001322473.2,NM_001322471.2,NM_001322474.2,NM_001322475.2,NM_022784.3,NM_001284348.2,NR_147832.2,NM_001284347.2,NM_001031715.3,NM_001322470.2,NM_001284349.1	12	1
IQCH-AS1	NR_040052.1,NR_040051.1,NR_040054.1,NR_040056.1,NR_040055.1	5	1
MAP2K5	NM_002757.4,NM_145160.3,NM_001206804.2	3	1
PIAS1	NM_016166.2,NM_001320687.1	2	1
CALML4	NM_001031733.2,NM_001286695.1,NM_033429.2,NR_104583.1,NM_001286694.1	5	1
CORO2B	NM_001324014.1,NM_006091.5,NM_001190456.1,NM_001190457.1,NM_001324015.1	5	1
NOX5+SPESP1	NM_145658.4,NM_001184780.2,NR_033672.2,NR_033671.3,NM_024505.4,NM_001184779.2	6	2
GLCE	NM_001324091.1,NM_001324092.2,NM_001324094.2,NM_001324093.2,NM_015554.3	5	1
PAQR5	NM_017705.4,NM_001104554.1	2	1
LOC145694	NR_132971.1,NR_132970.1,NR_132969.1	3	1
KIF23	NM_138555.4,NR_160295.2,NM_001367804.2,NM_001367805.2,NM_001281301.2,NR_160296.2,NM_004856.7	7	1
RPLP1	NM_001003.3,NM_213725.2	2	1
PCAT29	NR_126438.1,NR_126437.1	2	1
TLE3	NM_001282979.2,NM_001282980.2,NM_020908.3,NM_001282981.1,NM_001105192.3,NM_001282982.2,NM_005078.4	7	1
UACA	NM_018003.4,NM_001008224.3	2	1
LARP6	NM_001286679.2,NM_018357.4,NM_197958.3	3	1
LRRC49	NM_001284357.1,NM_017691.4,NM_001199017.2,NM_001363732.1,NM_001199018.2	5	1
THSD4	NM_024817.2,NM_001286429.2	2	1
THSD4-AS1	NR_120349.1,NR_120351.1,NR_120348.1,NR_120350.1	4	1
NR2E3	NM_014249.4,NM_016346.4	2	1
SENP8	NM_001166340.1,NM_001172109.1,NM_001172110.1,NM_145204.4,NM_001172111.2	5	1
PKM	NM_001316318.2,NM_001206796.3,NM_182471.4,NM_002654.6,NM_001206798.2,NM_182470.3,NM_001206799.2,NM_001206797.2	8	1
PARP6	NM_001323515.2,NR_136605.2,NM_001323528.2,NR_136609.2,NR_136603.2,NM_001323525.2,NR_136611.2,NM_001323516.2,NR_136606.2,NR_136607.2,NM_001323523.2,NM_001323526.2,NM_001323519.2,NM_020214.4,NM_001323521.2,NR_136594.2,NR_136610.2,NM_001323531.2,NR_136596.2,NM_001323522.2,NM_001323532.2,NR_136604.2,NR_136599.2,NM_001323530.2,NR_136608.2,NM_001323524.2	26	1
CELF6	NM_001172685.1,NM_001172684.1,NM_052840.5	3	1
HEXA	NM_001318825.2,NM_000520.6,NR_134869.2	3	1
TMEM202	NR_148419.2,NR_148418.2,NM_001080462.3	3	1
ARIH1+MIR630	NM_005744.5,NR_030359.1	2	2
LINC02259	NR_135685.1,NR_135684.1	2	1
BBS4	NM_001320665.1,NM_001252678.1,NR_045566.1,NR_045565.1,NM_033028.5	5	1
ADPGK	NM_001365226.1,NM_001365225.1,NM_001365229.1,NM_031284.5,NM_001365228.1,NM_001365227.1,NM_001365223.1,NM_001365224.1	8	1
NEO1	NM_002499.4,NM_001172624.1,NM_001172623.1	3	1
REC114	NM_001042367.2,NM_001348772.2	2	1
NPTN	NM_017455.4,NM_001161364.2,NM_001161363.2,NM_012428.4	4	1
CD276	NM_025240.2,NM_001329629.2,NM_001024736.2,NM_001329628.2	4	1
INSYN1	NM_001039614.2,NM_001303254.1	2	1
INSYN1-AS1	NR_120353.1,NR_120352.1	2	1
TBC1D21	NM_001286434.2,NM_153356.3	2	1
LOXL1-AS1	NR_040068.1,NR_040069.1,NR_040066.1,NR_040070.1,NR_040067.1	5	1
STOML1	NM_001256672.2,NM_001256675.2,NM_004809.5,NM_001324230.2,NM_001324229.2,NM_001256674.2,NM_001324228.2,NM_001324227.1,NM_001324226.1,NM_001256676.1,NM_001256677.1,NM_001256673.1	12	1
PML	NM_033246.2,NM_002675.3,NM_033249.2,NM_033247.3,NM_033240.3,NM_033239.3,NM_033250.3,NM_033238.3,NM_033244.4	9	1
LOC283731	NR_027073.1,NR_152622.1	2	1
