gene	transcript	n_transcript	n_gene
MIR6505	NR_106760.1	1	1
CCDC184	NM_001013635.4	1	1
OR10AD1	NM_001004134.1	1	1
H1-7	NM_181788.1	1	1
ANP32D	NM_012404.3	1	1
C12orf54	NM_152319.4	1	1
OR8S1	NM_001005203.2	1	1
LALBA	NM_002289.2	1	1
KANSL2	NM_017822.4	1	1
SNORA2A	NR_002950.1	1	1
SNORA2B	NR_002951.1	1	1
ADCY6	NM_015270.5	1	1
MIR4701	NR_039850.2	1	1
DDX23	NM_004818.3	1	1
RND1	NM_014470.4	1	1
ARF3	NM_001659.3	1	1
WNT10B	NM_003394.4	1	1
WNT1	NM_005430.4	1	1
DDN	NM_015086.2	1	1
KMT2D	NM_003482.3	1	1
DHH	NM_021044.4	1	1
TUBA1B	NM_006082.3	1	1
LOC101927267	NR_120449.1	1	1
PRPH	NM_006262.4	1	1
C1QL4	NM_001008223.2	1	1
LOC100335030	NR_033267.1	1	1
BCDIN3D	NM_181708.3	1	1
FAIM2	NM_012306.4	1	1
LINC02395	NR_110048.1	1	1
AQP2	NM_000486.5	1	1
AQP5	NM_001651.4	1	1
AQP6	NM_001652.4	1	1
MIR1293	NR_031625.1	1	1
FAM186A	NM_001145475.3	1	1
SNORD133	NR_132753.1	1	1
DIP2B	NM_173602.3	1	1
ATF1	NM_005171.5	1	1
TMPRSS12	NM_182559.3	1	1
METTL7A	NM_014033.4	1	1
HIGD1C	NM_001109619.2	1	1
CELA1	NM_001971.6	1	1
GALNT6	NM_007210.4	1	1
FIGNL2	NM_001013690.4	1	1
FIGNL2-DT	NR_135803.1	1	1
GRASP-AS1	NR_146770.1	1	1
LINC00592	NR_027358.2	1	1
KRT7	NM_005556.4	1	1
KRT7-AS	NR_146274.1	1	1
KRT87P	NR_146088.1	1	1
KRT86	NM_001320198.2	1	1
KRT81	NM_002281.4	1	1
KRT83	NM_002282.3	1	1
KRT84	NM_033045.4	1	1
KRT82	NM_033033.3	1	1
KRT75	NM_004693.3	1	1
KRT6B	NM_005555.4	1	1
KRT6C	NM_173086.5	1	1
KRT6A	NM_005554.4	1	1
KRT5	NM_000424.4	1	1
KRT71	NM_033448.3	1	1
KRT74	NM_175053.4	1	1
KRT73	NM_175068.3	1	1
KRT73-AS1	NR_126005.1	1	1
KRT2	NM_000423.3	1	1
KRT1	NM_006121.4	1	1
KRT77	NM_175078.3	1	1
KRT76	NM_015848.4	1	1
KRT3	NM_057088.3	1	1
KRT4	NM_002272.4	1	1
KRT79	NM_175834.3	1	1
LOC283335	NR_033854.1	1	1
MIR6757	NR_106815.1	1	1
SPRYD3	NM_032840.3	1	1
IGFBP6	NM_002178.3	1	1
SOAT2	NM_003578.4	1	1
ZNF740	NM_001004304.4	1	1
ESPL1	NM_012291.5	1	1
C12orf10	NM_021640.4	1	1
LOC100652999	NR_046221.1	1	1
HOXC13-AS	NR_047507.1	1	1
HOXC13	NM_017410.3	1	1
HOXC12	NM_173860.3	1	1
HOXC11	NM_014212.4	1	1
HOXC-AS3	NR_047506.1	1	1
HOXC10	NM_017409.4	1	1
MIR196A2	NR_029617.1	1	1
HOXC-AS2	NR_047505.1	1	1
HOXC-AS1	NR_047504.1	1	1
HOXC9	NM_006897.3	1	1
HOXC8	NM_022658.4	1	1
MIR615	NR_030753.1	1	1
FLJ12825	NR_026655.1	1	1
LOC100240735	NR_026658.1	1	1
LOC100240734	NR_026657.1	1	1
LINC02381	NR_026656.1	1	1
SCAT2	NR_157844.1	1	1
MIR148B	NR_029894.1	1	1
GPR84	NM_020370.3	1	1
ITGA5	NM_002205.5	1	1
GTSF1	NM_144594.3	1	1
PPP1R1A	NM_006741.4	1	1
GLYCAM1	NR_003039.3	1	1
LACRT	NM_033277.2	1	1
MUCL1	NM_058173.3	1	1
NEUROD4	NM_021191.3	1	1
OR9K2	NM_001005243.1	1	1
OR10A7	NM_001005280.1	1	1
OR6C74	NM_001005490.1	1	1
OR6C6	NM_001005493.1	1	1
OR6C1	NM_001005182.1	1	1
OR6C3	NM_054104.1	1	1
OR6C75	NM_001005497.1	1	1
OR6C65	NM_001005518.1	1	1
OR6C76	NM_001005183.1	1	1
OR6C2	NM_054105.1	1	1
OR6C70	NM_001005499.1	1	1
OR6C68	NM_001005519.2	1	1
OR6C4	NM_001005494.1	1	1
OR2AP1	NM_001258285.1	1	1
OR10P1	NM_206899.1	1	1
METTL7B	NM_152637.3	1	1
GDF11	NM_005811.5	1	1
ORMDL2	NM_014182.5	1	1
DNAJC14	NM_032364.5	1	1
LOC105369781	NR_135023.1	1	1
RPS26	NM_001029.5	1	1
PA2G4	NM_006191.3	1	1
NABP2	NM_024068.4	1	1
ANKRD52	NM_173595.4	1	1
CS	NM_004077.3	1	1
IL23A	NM_016584.3	1	1
APOF	NM_001638.4	1	1
MIP	NM_012064.4	1	1
SPRYD4	NM_207344.4	1	1
SNORA105C	NR_132789.1	1	1
RBMS2	NM_002898.4	1	1
ATP5F1B	NM_001686.4	1	1
SNORD59B	NR_003046.1	1	1
SNORD59A	NR_002737.1	1	1
PRIM1	NM_000946.3	1	1
HSD17B6	NM_003725.4	1	1
SDR9C7	NM_148897.3	1	1
GPR182	NM_007264.4	1	1
ZBTB39	NM_014830.3	1	1
LRP1	NM_002332.3	1	1
MIR1228	NR_031597.1	1	1
NXPH4	NM_007224.4	1	1
NDUFA4L2	NM_020142.3	1	1
INHBC	NM_005538.4	1	1
INHBE	NM_031479.5	1	1
MARS1	NM_004990.4	1	1
MIR6758	NR_106816.1	1	1
MIR616	NR_030346.1	1	1
MBD6	NM_052897.4	1	1
LOC101927583	NR_120450.1	1	1
SLC26A10	NM_133489.2	1	1
AGAP2-AS1	NR_027032.1	1	1
CDK4	NM_000075.4	1	1
MIR6759	NR_106817.1	1	1
MARCHF9	NM_138396.6	1	1
CYP27B1	NM_000785.4	1	1
AVIL	NM_006576.3	1	1
CTDSP2	NM_005730.4	1	1
MIR26A2	NR_029847.1	1	1
LOC283387	NR_148947.1	1	1
GIHCG	NR_038269.1	1	1
LINC02403	NR_135022.1	1	1
LINC02388	NR_120452.1	1	1
LOC100506869	NR_126341.1	1	1
TAFA2	NM_178539.4	1	1
LINC01465	NR_121682.1	1	1
MIRLET7I	NR_029661.1	1	1
PPM1H	NM_020700.2	1	1
AVPR1A	NM_000706.5	1	1
DPY19L2	NM_173812.5	1	1
RXYLT1-AS1	NR_126167.1	1	1
MIR10527	NR_162118.1	1	1
XPOT	NM_007235.6	1	1
TBK1	NM_013254.4	1	1
MIR548C	NR_030347.1	1	1
MIR548Z	NR_037515.1	1	1
GNS	NM_002076.4	1	1
LINC02389	NR_033988.1	1	1
LINC02231	NR_146276.1	1	1
WIF1	NM_007191.5	1	1
LOC105369187	NR_135033.1	1	1
LINC02454	NR_146529.1	1	1
RPSAP52	NR_026825.2	1	1
MIR6074	NR_106722.1	1	1
LINC02425	NR_146530.1	1	1
LLPH	NM_032338.4	1	1
LLPH-DT	NR_125724.1	1	1
LOC102724421	NR_120490.1	1	1
LINC02420	NR_146500.1	1	1
LINC02408	NR_103861.1	1	1
LINC02421	NR_110063.1	1	1
LINC01479	NR_120456.1	1	1
IFNG	NM_000619.3	1	1
IL26	NM_018402.2	1	1
IL22	NM_020525.5	1	1
LINC02384	NR_120458.1	1	1
SNORA70G	NR_033335.1	1	1
LOC100507250	NR_038930.1	1	1
LOC100130075	NR_073494.1	1	1
MIR1279	NR_031692.1	1	1
LYZ	NM_000239.3	1	1
SNORA113	NR_145803.1	1	1
MIR3913-1	NR_037475.1	1	1
MIR3913-2	NR_037476.1	1	1
LRRC10	NM_201550.4	1	1
MYRFL	NM_182530.3	1	1
KCNMB4	NM_014505.6	1	1
ZFC3H1	NM_144982.5	1	1
THAP2	NM_031435.4	1	1
TMEM19	NM_018279.4	1	1
RAB21	NM_014999.4	1	1
MRS2P2	NR_024072.2	1	1
TPH2	NM_173353.4	1	1
TRHDE	NM_013381.2	1	1
LINC02444	NR_110130.1	1	1
LOC100507377	NR_038300.1	1	1
ATXN7L3B	NM_001136262.2	1	1
LOC100130268	NR_149000.1	1	1
GLIPR1	NM_006851.3	1	1
KRR1	NM_007043.7	1	1
PHLDA1	NM_007350.3	1	1
LNCOG	NR_146531.1	1	1
BBS10	NM_024685.4	1	1
E2F7	NM_203394.3	1	1
LINC02424	NR_135021.1	1	1
MIR1252	NR_031700.1	1	1
PTPRQ	NM_001145026.2	1	1
MYF6	NM_002469.3	1	1
MYF5	NM_005593.3	1	1
MIR617	NR_030348.1	1	1
MIR618	NR_030349.1	1	1
MIR4699	NR_039848.1	1	1
PPFIA2-AS1	NR_120491.1	1	1
LINC02426	NR_110089.1	1	1
TSPAN19	NM_001100917.2	1	1
LRRIQ1	NM_001079910.2	1	1
ALX1	NM_006982.3	1	1
RASSF9	NM_005447.4	1	1
NTS	NM_006183.5	1	1
MIR3059	NR_162123.1	1	1
LOC105369879	NR_135020.1	1	1
LINC02258	NR_149056.1	1	1
MKRN9P	NR_033410.1	1	1
C12orf29	NM_001009894.3	1	1
CEP290	NM_025114.4	1	1
LINC02458	NR_038385.1	1	1
POC1B-AS1	NR_146294.1	1	1
ATP2B1-AS1	NR_028138.1	1	1
LINC02399	NR_135019.1	1	1
LINC02392	NR_135018.1	1	1
LINC00615	NR_038868.1	1	1
EPYC	NM_004950.5	1	1
KERA	NM_007035.3	1	1
LUM	NM_002345.4	1	1
LINC02397	NR_144532.1	1	1
PLEKHG7	NM_001004330.2	1	1
EEA1	NM_003566.4	1	1
LOC643339	NR_040096.1	1	1
LINC02412	NR_120492.1	1	1
UBE2N	NM_003348.4	1	1
SOCS2-AS1	NR_038263.1	1	1
LOC105369911	NR_135017.1	1	1
CEP83-DT	NR_027035.1	1	1
MIR5700	NR_049885.1	1	1
FGD6	NM_018351.4	1	1
MIR331	NR_029895.1	1	1
MIR3685	NR_037456.1	1	1
PGAM1P5	NR_077225.1	1	1
LINC02410	NR_135016.1	1	1
SNRPF	NM_003095.3	1	1
CCDC38	NM_182496.3	1	1
AMDHD1	NM_152435.3	1	1
MIR1251	NR_031653.1	1	1
MIR135A2	NR_029678.1	1	1
MIR4495	NR_039716.1	1	1
MIR4303	NR_036189.1	1	1
SLC9A7P1	NR_033801.1	1	1
LINC02453	NR_038383.1	1	1
TMPO-AS1	NR_027157.1	1	1
SNORA53	NR_003015.1	1	1
LOC101928937	NR_110095.1	1	1
FAM71C	NM_153364.4	1	1
MIR1827	NR_031728.1	1	1
SLC5A8	NM_145913.5	1	1
UTP20	NM_014503.3	1	1
SPIC	NM_152323.3	1	1
CHPT1	NM_020244.3	1	1
GNPTAB	NM_024312.5	1	1
DRAM1	NM_018370.3	1	1
NUP37	NM_024057.4	1	1
PMCH	NM_002674.4	1	1
LINC00485	NR_033855.1	1	1
ASCL1	NM_004316.4	1	1
LOC101929058	NR_126333.1	1	1
LOC105369945	NR_135004.1	1	1
LINC02401	NR_110103.1	1	1
STAB2	NM_017564.10	1	1
NT5DC3	NM_001031701.3	1	1
TTC41P	NR_027249.1	1	1
C12orf73	NM_001135570.3	1	1
HCFC2	NM_013320.3	1	1
NFYB	NM_006166.4	1	1
EID3	NM_001008394.3	1	1
MIR3922	NR_037487.1	1	1
C12orf45	NM_152318.3	1	1
LOC414300	NR_121211.1	1	1
KCCAT198	NR_131986.1	1	1
C12orf75	NM_001145199.2	1	1
NUAK1	NM_014840.2	1	1
CKAP4	NM_006825.4	1	1
LOC100287944	NR_040246.1	1	1
LOC100505978	NR_038912.1	1	1
CRY1	NM_004075.5	1	1
PRDM4	NM_012406.4	1	1
LOC101929162	NR_120474.1	1	1
ASCL4	NM_203436.2	1	1
LOC728739	NR_037629.1	1	1
LINC01498	NR_120483.1	1	1
FICD	NM_007076.3	1	1
SART3	NM_014706.4	1	1
TMEM119	NM_181724.3	1	1
MIR4496	NR_039717.1	1	1
MIR619	NR_030350.1	1	1
DAO	NM_001917.5	1	1
SVOP	NM_018711.5	1	1
USP30-AS1	NR_038996.1	1	1
ACACB	NM_001093.4	1	1
FOXN4	NM_213596.3	1	1
LINC01486	NR_120462.1	1	1
MYO1H	NM_001101421.3	1	1
FAM222A	NM_032829.3	1	1
MIR4497	NR_039718.1	1	1
GLTP	NM_016433.4	1	1
ANKRD13A	NM_033121.2	1	1
FAM216A	NM_013300.3	1	1
MYL2	NM_000432.3	1	1
LINC01405	NR_036513.1	1	1
MIR6760	NR_106818.1	1	1
ATXN2-AS	NR_146497.1	1	1
BRAP	NM_006768.5	1	1
MIR6761	NR_106819.1	1	1
NAA25	NM_024953.4	1	1
MIR3657	NR_037430.1	1	1
MIR1302-1	NR_031631.1	1	1
OAS3	NM_006187.4	1	1
DTX1	NM_004416.2	1	1
CFAP73	NM_001144872.2	1	1
MIR7106	NR_106956.1	1	1
MIR6762	NR_106820.1	1	1
SDS	NM_006843.3	1	1
LHX5	NM_022363.3	1	1
LHX5-AS1	NR_126425.1	1	1
LINC02459	NR_146536.1	1	1
TBX5-AS1	NR_038440.1	1	1
MED13L	NM_015335.4	1	1
MIR620	NR_030351.1	1	1
MIR4472-2	NR_039683.1	1	1
MAP1LC3B2	NM_001085481.3	1	1
LOC100506551	NR_103809.1	1	1
TESC-AS1	NR_120464.1	1	1
KSR2	NM_173598.6	1	1
VSIG10	NM_019086.6	1	1
PEBP1	NM_002567.4	1	1
SUDS3	NM_022491.3	1	1
LINC02439	NR_134997.1	1	1
SRRM4	NM_194286.4	1	1
LOC105370024	NR_134996.1	1	1
HSPB8	NM_014365.2	1	1
LINC00934	NR_024246.2	1	1
CCDC60	NM_178499.5	1	1
TMEM233	NM_001136534.3	1	1
PRKAB1	NM_006253.5	1	1
GCN1	NM_006836.2	1	1
MIR4498	NR_039719.1	1	1
PXN-AS1	NR_038924.1	1	1
RNU4-2	NR_003137.2	1	1
RNU4-1	NR_003925.1	1	1
SIRT4	NM_012240.2	1	1
PLA2G1B	NM_000928.3	1	1
MSI1	NM_002442.4	1	1
COX6A1	NM_004373.4	1	1
TRIAP1	NM_016399.3	1	1
SRSF9	NM_003769.3	1	1
NRAV	NR_038854.1	1	1
COQ5	NM_032314.4	1	1
SPPL3	NM_139015.5	1	1
XLOC_009911	NR_131215.1	1	1
HNF1A-AS1	NR_024345.1	1	1
MIR7107	NR_106957.1	1	1
ORAI1	NM_032790.3	1	1
TMEM120B	NM_001080825.2	1	1
RHOF	NM_019034.3	1	1
SETD1B	NM_001353345.1	1	1
LOC100506691	NR_135044.1	1	1
MLXIP	NM_014938.6	1	1
IL31	NM_001014336.2	1	1
LOC101593348	NR_103497.1	1	1
CLIP1-AS1	NR_045382.1	1	1
KNTC1	NM_014708.6	1	1
MIR9902-1	NR_162094.1	1	1
HCAR2	NM_177551.4	1	1
MIR9902-2	NR_162150.1	1	1
HCAR3	NM_006018.3	1	1
HCAR1	NM_032554.4	1	1
DENR	NM_003677.5	1	1
VPS37B	NM_024667.3	1	1
MIR4304	NR_036187.1	1	1
PITPNM2-AS1	NR_038290.1	1	1
MIR3908	NR_037470.1	1	1
TMED2-DT	NR_110049.2	1	1
SNORA9B	NR_145743.1	1	1
EIF2B1	NM_001414.4	1	1
ATP6V0A2	NM_012463.4	1	1
MIR6880	NR_106940.1	1	1
UBC	NM_021009.7	1	1
MIR5188	NR_049820.1	1	1
DHX37	NM_032656.4	1	1
BRI3BP	NM_080626.6	1	1
THRIL	NR_110375.1	1	1
LINC00939	NR_034132.1	1	1
LINC02359	NR_110053.2	1	1
LINC02825	NR_147498.1	1	1
LINC02350	NR_146291.1	1	1
LINC02347	NR_130748.1	1	1
LINC00944	NR_033878.1	1	1
LINC00943	NR_038256.1	1	1
LINC02372	NR_033970.1	1	1
LINC02405	NR_104646.1	1	1
LINC02376	NR_146537.1	1	1
LINC02375	NR_110057.1	1	1
LINC02411	NR_120451.1	1	1
LOC105370068	NR_134995.1	1	1
LINC02393	NR_033987.1	1	1
LINC00508	NR_126452.2	1	1
LINC00507	NR_046392.1	1	1
LINC02441	NR_131985.1	1	1
LINC02369	NR_104647.1	1	1
LINC02368	NR_104648.1	1	1
TMEM132C	NM_001136103.2	1	1
MIR3612	NR_037406.1	1	1
SLC15A4	NM_145648.4	1	1
LOC100128276	NR_148996.1	1	1
TMEM132D	NM_133448.3	1	1
TMEM132D-AS2	NR_110058.1	1	1
LINC02418	NR_024457.2	1	1
LINC02419	NR_146538.1	1	1
FZD10-AS1	NR_033834.1	1	1
FZD10	NM_007197.3	1	1
LINC01257	NR_026670.2	1	1
LINC02415	NR_135045.1	1	1
LINC02370	NR_103736.1	1	1
LINC02414	NR_146868.1	1	1
MMP17	NM_016155.7	1	1
ULK1	NM_003565.4	1	1
EP400	NM_015409.5	1	1
SNORA49	NR_002979.2	1	1
EP400P1	NR_003290.2	1	1
DDX51	NM_175066.4	1	1
NOC4L	NM_024078.3	1	1
LINC02361	NR_146452.1	1	1
LOC100130238	NR_024563.1	1	1
LOC101928416	NR_120467.1	1	1
MIR6763	NR_106821.1	1	1
LRCOL1	NM_001195520.2	1	1
POLE	NM_006231.4	1	1
PXMP2	NM_018663.3	1	1
ANKLE2	NM_015114.3	1	1
LOC101928530	NR_110919.1	1	1
ZNF84-DT	NR_110091.1	1	1
ZNF891	NM_001277291.1	1	1
ZNF10	NM_015394.5	1	1
LINC00417	NR_047508.1	1	1
ANKRD20A9P	NR_138091.1	1	1
LINC00408	NR_104118.1	1	1
LINC00442	NR_026852.1	1	1
LOC107984132	NR_146902.1	1	1
TUBA3C	NM_006001.3	1	1
LOC101928697	NR_126054.1	1	1
ANKRD26P3	NR_027248.3	1	1
LINC00421	NR_034026.1	1	1
LINC00350	NR_046988.1	1	1
MPHOSPH8	NM_017520.4	1	1
LINC01072	NR_126380.1	1	1
GJA3	NM_021954.4	1	1
GJB2	NM_004004.6	1	1
MIR4499	NR_039721.1	1	1
IL17D	NM_138284.1	1	1
LINC00367	NR_104058.1	1	1
LATS2	NM_014572.3	1	1
MRPL57	NM_024026.5	1	1
LINC01046	NR_125745.1	1	1
LOC101928764	NM_001365454.1	1	1
GRK6P1	NR_144554.1	1	1
MICU2	NM_152726.3	1	1
FGF9	NM_002010.3	1	1
LINC00424	NR_047040.1	1	1
LINC00540	NR_103810.1	1	1
LINC00621	NR_138043.1	1	1
BASP1P1	NR_033774.1	1	1
SGCG	NM_000231.2	1	1
SACS-AS1	NR_103450.1	1	1
LINC00327	NR_038995.1	1	1
MIPEP	NM_005932.4	1	1
ANKRD20A19P	NR_073430.1	1	1
MIR2276	NR_031753.1	1	1
SPATA13-AS1	NR_046531.1	1	1
LINC00566	NR_131903.1	1	1
PARP4	NM_006437.4	1	1
TPTE2P6	NR_002815.2	1	1
TPTE2P1	NR_026730.1	1	1
PABPC3	NM_030979.2	1	1
LINC00463	NR_120428.1	1	1
LINC01053	NR_120427.1	1	1
MTMR6	NM_004685.4	1	1
SHISA2	NM_001007538.1	1	1
LINC00415	NR_146971.1	1	1
GPR12	NM_005288.4	1	1
USP12	NM_182488.4	1	1
USP12-AS1	NR_046547.1	1	1
USP12-AS2	NR_046548.1	1	1
LINC00412	NR_120429.1	1	1
RPL21	NM_000982.3	1	1
SNORD102	NR_002574.1	1	1
SNORA27	NR_002575.1	1	1
GTF3A	NM_002097.3	1	1
LNX2	NM_153371.4	1	1
GSX1	NM_145657.3	1	1
PLUT	NR_047484.2	1	1
PDX1	NM_000209.4	1	1
LINC00543	NR_135254.1	1	1
URAD	NM_001105577.2	1	1
PAN3-AS1	NR_029383.1	1	1
PAN3	NM_175854.8	1	1
POMP	NM_015932.6	1	1
MTUS2-AS1	NR_046378.1	1	1
SLC7A1	NM_003045.5	1	1
LOC102723345	NR_135320.1	1	1
UBL3	NM_007106.4	1	1
LINC00297	NR_046510.1	1	1
LINC00572	NR_047501.1	1	1
LINC00544	NR_033889.1	1	1
LINC00365	NR_046998.1	1	1
LINC00384	NR_138041.1	1	1
LINC00426	NR_024464.2	1	1
LINC01058	NR_125771.1	1	1
UBE2L5	NM_001355247.2	1	1
LINC00398	NR_047012.1	1	1
LINC00545	NR_103813.1	1	1
MEDAG	NM_032849.4	1	1
B3GLCT	NM_194318.4	1	1
EEF1DP3	NR_027062.1	1	1
FRY-AS1	NR_103839.1	1	1
FRY	NM_023037.3	1	1
ZAR1L	NM_001136571.2	1	1
BRCA2	NM_000059.3	1	1
MICOS10P1	NR_051980.1	1	1
N4BP2L2-IT2	NR_026928.1	1	1
PDS5B	NM_015032.4	1	1
LINC00423	NR_047020.1	1	1
KL	NM_004795.4	1	1
STARD13-AS	NR_046693.1	1	1
LINC02344	NR_146541.1	1	1
LINC02343	NR_146542.1	1	1
LINC00457	NR_047036.1	1	1
MAB21L1	NM_005584.5	1	1
SERTM1	NM_203451.3	1	1
RFXAP	NM_000538.3	1	1
EXOSC8	NM_181503.3	1	1
CSNK1A1L	NM_145203.6	1	1
LINC01048	NR_125762.1	1	1
LINC00547	NR_040244.1	1	1
LINC00571	NR_047500.1	1	1
LINC00437	NR_126377.1	1	1
LINC00366	NR_046999.1	1	1
FREM2	NM_207361.6	1	1
FREM2-AS1	NR_146963.1	1	1
LHFPL6	NM_005780.3	1	1
MIR4305	NR_036190.1	1	1
LINC00332	NR_046870.1	1	1
LINC00548	NR_033877.1	1	1
FOXO1	NM_002015.4	1	1
MIR320D1	NR_031723.2	1	1
MRPS31	NM_005830.4	1	1
WBP4	NM_007187.5	1	1
MIR3168	NR_036127.1	1	1
KBTBD6	NM_152903.5	1	1
LOC101929140	NR_120423.1	1	1
KBTBD7	NM_032138.7	1	1
OR7E37P	NR_002163.3	1	1
RGCC	NM_014059.3	1	1
VWA8-AS1	NR_039974.1	1	1
AKAP11	NM_016248.4	1	1
LINC02341	NR_135319.1	1	1
LINC01050	NR_125747.1	1	1
ENOX1-AS2	NR_120399.1	1	1
NRAD1	NR_026955.1	1	1
LINC00390	NR_132368.1	1	1
SMIM2	NM_024058.3	1	1
SMIM2-IT1	NR_046843.1	1	1
MIR8079	NR_107046.1	1	1
TUSC8	NR_104174.1	1	1
TSC22D1-AS1	NR_038381.1	1	1
LINC00407	NR_149082.1	1	1
LINC00330	NR_038433.3	1	1
NUFIP1	NM_012345.3	1	1
LOC101929259	NR_120424.1	1	1
GTF2F2	NM_004128.3	1	1
KCTD4	NM_198404.3	1	1
TPT1-AS1	NR_024458.1	1	1
SLC25A30-AS1	NR_047031.1	1	1
COG3	NM_031431.4	1	1
ERICH6B	NM_182542.3	1	1
LINC01055	NR_125786.1	1	1
SIAH3	NM_198849.3	1	1
LCP1	NM_002298.5	1	1
LRRC63	NM_001282460.2	1	1
LINC00563	NR_047493.1	1	1
LINC01198	NR_120426.1	1	1
LOC112268117	NR_158370.1	1	1
ESD	NM_001984.2	1	1
LINC00562	NR_047492.1	1	1
SUCLA2	NM_003850.2	1	1
MED4-AS1	NR_046511.1	1	1
ITM2B	NM_021999.5	1	1
RB1-DT	NR_046414.2	1	1
RB1	NM_000321.2	1	1
LINC00462	NR_051983.1	1	1
MLNR	NM_001507.1	1	1
LOC105370203	NR_135318.1	1	1
ARL11	NM_138450.6	1	1
KPNA3	NM_002267.4	1	1
CTAGE10P	NR_003268.3	1	1
MIR3613	NR_037407.1	1	1
MIR16-1	NR_029486.1	1	1
ST13P4	NR_002183.1	1	1
DLEU1-AS1	NR_125753.1	1	1
DLEU7-AS1	NR_046551.1	1	1
RNASEH2B-AS1	NR_046552.1	1	1
GUCY1B2	NR_003923.2	1	1
SERPINE3	NM_001101320.1	1	1
MIR5693	NR_049878.1	1	1
INTS6-AS1	NR_103812.1	1	1
MIR4703	NR_039852.1	1	1
WDFY2	NM_052950.4	1	1
LOC101929657	NR_110306.1	1	1
LINC02333	NR_120400.1	1	1
TPTE2P3	NR_002793.1	1	1
MIR759	NR_031582.1	1	1
OLFM4	NM_006418.5	1	1
LINC01065	NR_125788.1	1	1
LINC00558	NR_047488.1	1	1
MIR1297	NR_031628.1	1	1
MIR5007	NR_049804.1	1	1
PRR20A	NM_198441.2	1	1
PRR20B	NM_001130404.1	1	1
PRR20C	NM_001130405.1	1	1
PRR20D	NM_001130406.1	1	1
PRR20E	NM_001130407.1	1	1
PCDH17	NM_001040429.3	1	1
LINC02338	NR_120416.1	1	1
LINC00374	NR_132367.1	1	1
DIAPH3-AS2	NR_046540.1	1	1
LINC00434	NR_047022.1	1	1
LINC00378	NR_047003.1	1	1
MIR3169	NR_036128.1	1	1
PCDH20	NM_022843.3	1	1
LINC02339	NR_134946.1	1	1
LINC00358	NR_046995.1	1	1
LINC01075	NR_125787.1	1	1
LINC01074	NR_149075.1	1	1
LINC00459	NR_047038.1	1	1
LINC00376	NR_126409.1	1	1
LINC00395	NR_047011.1	1	1
OR7E156P	NR_002171.2	1	1
LOC102723968	NR_130763.1	1	1
LOC647264	NM_001370368.2	1	1
LINC00355	NR_145420.1	1	1
LINC01052	NR_132362.1	1	1
MIR548X2	NR_039692.1	1	1
MIR4704	NR_039853.1	1	1
PCDH9-AS2	NR_046527.1	1	1
PCDH9-AS3	NR_046636.1	1	1
PCDH9-AS4	NR_046637.1	1	1
LINC00364	NR_130792.1	1	1
LINC00550	NR_038878.1	1	1
LINC00383	NR_125752.1	1	1
ATXN8OS	NR_002717.2	1	1
LINC00348	NR_047699.1	1	1
MZT1	NM_001071775.3	1	1
LINC00392	NR_047009.1	1	1
KLF12	NM_007249.4	1	1
LINC00402	NR_144451.1	1	1
LOC100288208	NR_144452.1	1	1
LINC00381	NR_047005.1	1	1
CTAGE11P	NR_027466.1	1	1
LINC01078	NR_132375.1	1	1
LMO7DN	NR_164111.1	1	1
LMO7DN-IT1	NR_126373.1	1	1
LINC00561	NR_047491.1	1	1
KCTD12	NM_138444.4	1	1
BTF3P11	NR_026983.1	1	1
ACOD1	NM_001258406.2	1	1
FBXL3	NM_012158.4	1	1
MYCBP2	NM_015057.5	1	1
MYCBP2-AS1	NR_046716.1	1	1
LOC100129307	NM_001310140.1	1	1
MIR3665	NR_037438.1	1	1
EDNRB-AS1	NR_103853.1	1	1
LINC01069	NR_108076.1	1	1
LINC00446	NR_047028.1	1	1
OBI1-AS1	NR_047001.1	1	1
LOC780529	NR_158457.1	1	1
POU4F1	NM_006237.4	1	1
OBI1	NM_024546.4	1	1
LINC00331	NR_046869.2	1	1
RBM26-AS1	NR_038991.1	1	1
NDFIP2-AS1	NR_046685.1	1	1
LINC01068	NR_125772.1	1	1
LINC01038	NR_125785.1	1	1
LINC00382	NR_120413.1	1	1
LINC01080	NR_104138.1	1	1
LINC00377	NR_125770.1	1	1
LINC00564	NR_047494.1	1	1
LINC00333	NR_046871.1	1	1
SNORA107	NR_132852.1	1	1
LINC00375	NR_126383.1	1	1
LINC00351	NR_046989.1	1	1
SLITRK6	NM_032229.3	1	1
LINC00430	NR_132371.1	1	1
MIR4500HG	NR_033829.1	1	1
MIR4500	NR_039722.1	1	1
SLITRK5	NM_015567.1	1	1
LINC00397	NR_104059.1	1	1
LINC00373	NR_131919.1	1	1
LINC00433	NR_047021.1	1	1
LINC00560	NR_047490.1	1	1
LINC01047	NR_131229.1	1	1
LINC00440	NR_047025.1	1	1
LINC01040	NR_131228.1	1	1
LINC00353	NR_046991.1	1	1
LINC00559	NR_047489.1	1	1
MIR622	NR_030754.1	1	1
LINC01049	NR_120414.1	1	1
LINC00410	NR_027039.1	1	1
LINC00380	NR_104057.1	1	1
LINC00379	NR_047004.1	1	1
GPC5	NM_004466.6	1	1
GPC5-AS2	NR_120382.1	1	1
MIR548AS	NR_049840.1	1	1
LINC00363	NR_126360.1	1	1
GPC6	NM_005708.5	1	1
GPC6-AS2	NR_046536.1	1	1
GPC6-AS1	NR_046535.1	1	1
GPR180	NM_180989.6	1	1
